2013-10-24,93.1
2013-10-25,94.7
2013-10-29,95.5
2013-11-01,92.8
2013-11-06,93.9
2013-11-30,93.2
2013-12-23,92.6
2013-12-30,91.5
2014-01-07,93.2
2014-01-13,93.0
